"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"tasks","Noun","Plural","Lower","No","No","Yes","52"
"partition","Noun","Singular","Lower","No","No","Yes","50"
"caas","Noun","Plural","Lower","No","No","Yes","50"
"mailingList","Noun","Singular","Camel","No","No","Yes","46"
"cluster","Noun","Singular","Lower","No","No","Yes","45"
"nasha","Noun","Singular","Lower","No","No","Yes","43"
"hadoop","Noun","Singular","Lower","No","No","Yes","43"
"msServices","Noun","Plural","Camel","No","No","Yes","42"
"output","Noun","Singular","Lower","No","No","Yes","41"
"modem","Noun","Singular","Lower","No","No","Yes","41"
"datacenter","Noun","Singular","Lower","No","No","Yes","41"
"upgrade","Verb","Singular","Lower","No","No","Yes","40"
"registry","Noun","Singular","Lower","No","No","Yes","35"
"2014v1","Noun","Singular","Lower","No","No","No","35"
"timeseries","Noun","Plural","Lower","No","No","Yes","34"
"sslGateway","Noun","Singular","Camel","No","No","Yes","34"
"overTheBox","Noun","Singular","Camel","No","No","Yes","34"
"features","Noun","Plural","Lower","No","No","Yes","34"
"domains","Noun","Plural","Lower","No","No","Yes","34"
"rule","Noun","Singular","Lower","No","No","Yes","33"
"router","Noun","Singular","Lower","No","No","Yes","33"
"loadBalancing","Verb","Singular","Camel","No","No","Yes","33"
"changeContact","Verb","Singular","Camel","No","No","Yes","33"
"windows","Noun","Plural","Lower","No","No","Yes","32"
"horizonView","Noun","Singular","Camel","No","No","Yes","32"
"2016v7","Noun","Singular","Lower","No","No","No","32"
"2016v6","Noun","Singular","Lower","No","No","No","32"
"2016v5","Noun","Singular","Lower","No","No","No","32"
"2016v4","Noun","Singular","Lower","No","No","No","32"
"2016v3","Noun","Singular","Lower","No","No","No","32"
"2016v2","Noun","Singular","Lower","No","No","No","32"
"2016v1","Noun","Singular","Lower","No","No","No","32"
"2014v2","Noun","Singular","Lower","No","No","No","32"
"terminate","Verb","Singular","Lower","No","No","Yes","31"
"ssl","Noun","Singular","Lower","No","No","Yes","31"
"statistics","Noun","Plural","Lower","No","No","Yes","30"
"services","Noun","Plural","Lower","No","No","Yes","30"
"farm","Noun","Singular","Lower","No","No","Yes","30"
"accessRestriction","Noun","Singular","Camel","No","No","Yes","30"
"users","Noun","Plural","Lower","No","No","Yes","29"
"store","Noun","Singular","Lower","No","No","Yes","29"
"phone","Noun","Singular","Lower","No","No","Yes","29"
"monitoring","Noun","Singular","Lower","No","No","Yes","29"
"installationTemplate","Verb","Singular","Camel","No","No","Yes","29"
"extension","Noun","Singular","Lower","No","No","Yes","29"
"changePassword","Verb","Singular","Camel","No","No","Yes","29"
"plesk","Noun","Singular","Lower","No","No","Yes","28"
"role","Noun","Singular","Lower","No","No","Yes","27"
"option","Noun","Singular","Lower","No","No","Yes","27"
"cartServiceOption","Noun","Singular","Camel","No","No","Yes","27"
"access","Verb","Singular","Lower","No","No","Yes","27"
"dump","Noun","Singular","Lower","No","No","Yes","26"
"csp2","Noun","Singular","Lower","No","No","Yes","26"
"voicemail","Noun","Singular","Lower","No","No","Yes","25"
"virtuozzo","Noun","Singular","Lower","No","No","Yes","25"
"tcp","Noun","Singular","Lower","No","No","Yes","25"
"http","Noun","Singular","Lower","No","No","Yes","25"
"confirmTermination","Noun","Singular","Camel","No","No","Yes","25"
"ceph","Noun","Singular","Lower","No","No","Yes","25"
"alias","Noun","Plural","Lower","No","No","Yes","25"
"route","Noun","Singular","Lower","No","No","Yes","24"
"phonebook","Noun","Singular","Lower","No","No","Yes","24"
"fax","Noun","Singular","Lower","No","No","Yes","24"
"document","Noun","Singular","Lower","No","No","Yes","24"
"dialplan","Noun","Singular","Lower","No","No","Yes","24"
"calls","Noun","Plural","Lower","No","No","Yes","24"
"website","Noun","Singular","Lower","No","No","Yes","23"
"snapshot","Verb","Singular","Lower","No","No","Yes","23"
"lines","Noun","Plural","Lower","No","No","Yes","23"
"input","Noun","Singular","Lower","No","No","Yes","23"
"housing","Noun","Singular","Lower","No","No","Yes","23"
"graylog","Noun","Singular","Lower","No","No","Yes","23"
"worklight","Noun","Singular","Lower","No","No","Yes","22"
"saas","Noun","Plural","Lower","No","No","Yes","22"
"paymentMean","Noun","Singular","Camel","No","No","Yes","22"
"filter","Noun","Singular","Lower","No","No","Yes","22"
"deskaas","Noun","Plural","Lower","No","No","Yes","22"
"containers","Noun","Plural","Lower","No","No","Yes","22"
"contact","Noun","Singular","Lower","No","No","Yes","22"
"conference","Noun","Singular","Lower","No","No","Yes","22"
"backend","Noun","Singular","Lower","No","No","Yes","22"
"spare","Noun","Singular","Lower","No","No","Yes","21"
"sharepoint","Noun","Singular","Lower","No","No","Yes","21"
"partitionScheme","Noun","Singular","Camel","No","No","Yes","21"
"nas","Noun","Plural","Lower","No","No","Yes","21"
"metrics","Noun","Plural","Lower","No","No","Yes","21"
"debt","Noun","Singular","Lower","No","No","Yes","21"
"virtualNumbers","Noun","Plural","Camel","No","No","Yes","20"
"stream","Noun","Singular","Lower","No","No","Yes","20"
"office","Noun","Singular","Lower","No","No","Yes","20"
"frontend","Noun","Singular","Lower","No","No","Yes","20"
"delegatedAccount","Noun","Singular","Camel","No","No","Yes","20"
"cpanel","Noun","Singular","Lower","No","No","Yes","20"
"backupFTP","Noun","Singular","Camel","No","No","Yes","20"
"sharedAccount","Noun","Singular","Camel","No","No","Yes","19"
"reseller","Noun","Singular","Lower","No","No","Yes","19"
"quota","Noun","Singular","Lower","No","No","Yes","19"
"freefax","Noun","Singular","Lower","No","No","Yes","19"
"veeamCloudConnect","Noun","Singular","Camel","No","No","Yes","18"
"sqlserver","Noun","Singular","Lower","No","No","Yes","18"
"pca","Noun","Singular","Lower","No","No","Yes","18"
"namespaces","Noun","Plural","Lower","No","No","Yes","18"
"eventToken","Noun","Singular","Camel","No","No","Yes","18"
"elasticsearch","Noun","Singular","Lower","No","No","Yes","18"
"directadmin","Noun","Singular","Lower","No","No","Yes","18"
"firewall","Noun","Singular","Lower","No","No","Yes","17"
"alert","Noun","Singular","Lower","No","No","Yes","17"
"volume","Noun","Singular","Lower","No","No","Yes","16"
"token","Noun","Singular","Lower","No","No","Yes","16"
"sendOnBehalfTo","Verb","Singular","Camel","No","No","Yes","16"
"sendAs","Verb","Plural","Camel","No","No","Yes","16"
"partner","Noun","Singular","Lower","No","No","Yes","16"
"network","Noun","Singular","Lower","No","No","Yes","16"
"liveCalls","Noun","Plural","Camel","No","No","Yes","16"
"key","Noun","Singular","Lower","No","No","Yes","16"
"data","Noun","Singular","Lower","No","No","Yes","16"
"2013v1","Noun","Singular","Lower","No","No","No","16"
"udp","Noun","Singular","Lower","No","No","Yes","15"
"settings","Noun","Plural","Lower","No","No","Yes","15"
"serviceMonitoring","Noun","Singular","Camel","No","No","Yes","15"
"phonebookContact","Noun","Singular","Camel","No","No","Yes","15"
"deposit","Noun","Singular","Lower","No","No","Yes","15"
"storage","Noun","Singular","Lower","No","No","Yes","14"
"receivers","Noun","Plural","Lower","No","No","Yes","14"
"operation","Noun","Singular","Lower","No","No","Yes","14"
"details","Noun","Plural","Lower","No","No","Yes","14"
"webstorage","Noun","Singular","Lower","No","No","Yes","13"
"model","Noun","Singular","Lower","No","No","Yes","13"
"miniPabx","Noun","Singular","Camel","No","No","Yes","13"
"hpcspot","Noun","Singular","Lower","No","No","Yes","13"
"enable","Verb","Singular","Lower","No","No","Yes","13"
"easyPabx","Noun","Singular","Camel","No","No","Yes","13"
"disable","Verb","Singular","Lower","No","No","Yes","13"
"device","Noun","Singular","Lower","No","No","Yes","13"
"cloudLinux","Noun","Singular","Camel","No","No","Yes","13"
"userLogs","Noun","Plural","Camel","No","No","Yes","12"
"secondaryDnsDomains","Noun","Plural","Camel","No","No","Yes","12"
"register","Verb","Singular","Lower","No","No","Yes","12"
"redirection","Noun","Singular","Lower","No","No","Yes","12"
"phonebooks","Noun","Plural","Lower","No","No","Yes","12"
"permission","Noun","Singular","Lower","No","No","Yes","12"
"partners","Noun","Plural","Lower","No","No","Yes","12"
"outgoing","Noun","Singular","Lower","No","No","Yes","12"
"orderable","Noun","Singular","Lower","No","No","Yes","12"
"node","Noun","Singular","Lower","No","No","Yes","12"
"jobs","Noun","Plural","Lower","No","No","Yes","12"
"fullAccess","Verb","Singular","Camel","No","No","Yes","12"
"company","Noun","Singular","Lower","No","No","Yes","12"
"bill","Noun","Singular","Lower","No","No","Yes","12"
"allowedNetwork","Noun","Singular","Camel","No","No","Yes","12"
"acl","Noun","Singular","Lower","No","No","Yes","12"
"trunks","Noun","Plural","Lower","No","No","Yes","11"
"restore","Verb","Singular","Lower","No","No","Yes","11"
"responder","Noun","Singular","Lower","No","No","Yes","11"
"privateLink","Noun","Singular","Camel","No","No","Yes","11"
"portability","Noun","Singular","Lower","No","No","Yes","11"
"number","Noun","Singular","Lower","No","No","Yes","11"
"member","Noun","Singular","Lower","No","No","Yes","11"
"lan","Noun","Singular","Lower","No","No","Yes","11"
"dynHost","Noun","Singular","Camel","No","No","Yes","11"
"dedicatedHorizon","Verb","Singular","Camel","No","No","Yes","11"
"api","Noun","Singular","Lower","No","No","No","11"
"whitelist","Noun","Singular","Lower","No","No","Yes","10"
"support","Noun","Singular","Lower","No","No","Yes","10"
"resource","Noun","Singular","Lower","No","No","Yes","10"
"record","Noun","Singular","Lower","No","No","Yes","10"
"publicFolder","Noun","Singular","Camel","No","No","Yes","10"
"paidBills","Noun","Plural","Camel","No","No","Yes","10"
"menu","Noun","Singular","Lower","No","No","Yes","10"
"ips","Noun","Plural","Lower","No","No","Yes","10"
"index","Noun","Singular","Lower","No","No","Yes","10"
"images","Noun","Plural","Lower","No","No","Yes","10"
"grant","Noun","Singular","Lower","No","No","Yes","10"
"extraSqlPerso","Noun","Singular","Camel","No","No","Yes","10"
"externalContact","Noun","Singular","Camel","No","No","Yes","10"
"configuration","Noun","Singular","Lower","No","No","Yes","10"
"conditions","Noun","Plural","Lower","No","No","Yes","10"
"backends","Noun","Plural","Lower","No","No","Yes","10"
"abbreviatedNumber","Noun","Singular","Camel","No","No","Yes","10"
"vm","Noun","Singular","Lower","No","No","Yes","9"
"veeam","Noun","Singular","Lower","No","No","Yes","9"
"vdi","Noun","Singular","Lower","No","No","Yes","9"
"tones","Noun","Plural","Lower","No","No","Yes","9"
"timeCondition","Noun","Singular","Camel","No","No","Yes","9"
"tickets","Noun","Plural","Lower","No","No","Yes","9"
"subscription","Noun","Singular","Lower","No","No","Yes","9"
"start","Verb","Singular","Lower","No","No","Yes","9"
"screenLists","Noun","Plural","Camel","No","No","Yes","9"
"scheduler","Verb","Singular","Lower","No","No","Yes","9"
"rma","Noun","Singular","Lower","No","No","Yes","9"
"resourceAccount","Noun","Singular","Camel","No","No","Yes","9"
"region","Noun","Singular","Lower","No","No","Yes","9"
"records","Noun","Plural","Lower","No","No","Yes","9"
"private","Noun","Singular","Lower","No","No","Yes","9"
"item","Noun","Singular","Lower","No","No","Yes","9"
"incoming","Noun","Singular","Lower","No","No","Yes","9"
"eligibility","Noun","Singular","Lower","No","No","Yes","9"
"consumption","Noun","Singular","Lower","No","No","Yes","9"
"url","Noun","Singular","Lower","No","No","Yes","8"
"sync","Verb","Singular","Lower","No","No","Yes","8"
"status","Noun","Plural","Lower","No","No","Yes","8"
"protocol","Noun","Singular","Lower","No","No","Yes","8"
"product","Noun","Singular","Lower","No","No","Yes","8"
"pool","Noun","Singular","Lower","No","No","Yes","8"
"permissions","Noun","Plural","Lower","No","No","Yes","8"
"participants","Noun","Plural","Lower","No","No","Yes","8"
"ownLogs","Noun","Plural","Camel","No","No","Yes","8"
"orderableVersions","Noun","Plural","Camel","No","No","Yes","8"
"migrate","Verb","Singular","Lower","No","No","Yes","8"
"disclaimer","Noun","Singular","Lower","No","No","Yes","8"
"dhcp","Noun","Singular","Lower","No","No","Yes","8"
"delegation","Noun","Singular","Lower","No","No","Yes","8"
"debtAccount","Noun","Singular","Camel","No","No","Yes","8"
"dashboard","Noun","Singular","Lower","No","No","Yes","8"
"customStatus","Noun","Plural","Camel","No","No","Yes","8"
"config","Noun","Singular","Lower","No","No","Yes","8"
"changeMaintenanceExecutionDate","Verb","Singular","Camel","No","No","Yes","8"
"cephaas","Noun","Plural","Lower","No","No","Yes","8"
"cancel","Verb","Singular","Lower","No","No","Yes","8"
"cacheRules","Noun","Plural","Camel","No","No","Yes","8"
"backupftp","Noun","Singular","Lower","No","No","Yes","8"
"automatedBackup","Noun","Singular","Camel","No","No","Yes","8"
"webHosting","Noun","Singular","Camel","No","No","Yes","7"
"virtualMac","Noun","Singular","Camel","No","No","Yes","7"
"usage","Noun","Singular","Lower","No","No","Yes","7"
"totp","Noun","Singular","Lower","No","No","Yes","7"
"timeConditions","Noun","Plural","Camel","No","No","Yes","7"
"stop","Verb","Singular","Lower","No","No","Yes","7"
"spla","Noun","Singular","Lower","No","No","Yes","7"
"sessions","Noun","Plural","Lower","No","No","Yes","7"
"screenListConditions","Noun","Plural","Camel","No","No","Yes","7"
"screen","Noun","Singular","Lower","No","No","Yes","7"
"rsva","Noun","Singular","Lower","No","No","Yes","7"
"restorePoints","Verb","Plural","Camel","No","No","Yes","7"
"reboot","Verb","Singular","Lower","No","No","Yes","7"
"ovhAccount","Noun","Singular","Camel","No","No","Yes","7"
"newAccount","Noun","Singular","Camel","No","No","Yes","7"
"mitigation","Noun","Singular","Lower","No","No","Yes","7"
"ipmi","Noun","Singular","Lower","No","No","Yes","7"
"install","Verb","Singular","Lower","No","No","Yes","7"
"hlr","Noun","Singular","Lower","No","No","Yes","7"
"hardwareRaid","Noun","Singular","Camel","No","No","Yes","7"
"game","Noun","Singular","Lower","No","No","Yes","7"
"export","Verb","Singular","Lower","No","No","Yes","7"
"docker","Noun","Singular","Lower","No","No","Yes","7"
"directories","Noun","Plural","Lower","No","No","Yes","7"
"campaigns","Noun","Plural","Lower","No","No","Yes","7"
"bandwidth","Noun","Singular","Lower","No","No","Yes","7"
"backupJob","Noun","Singular","Camel","No","No","Yes","7"
"attachedDomain","Verb","Singular","Camel","No","No","Yes","7"
"alerting","Noun","Singular","Lower","No","No","Yes","7"
"vpn","Noun","Singular","Lower","No","No","Yes","6"
"voipLine","Noun","Singular","Camel","No","No","Yes","6"
"update","Verb","Singular","Lower","No","No","Yes","6"
"traffic","Noun","Singular","Lower","No","No","Yes","6"
"templatesControl","Noun","Singular","Camel","No","No","Yes","6"
"templates","Noun","Plural","Lower","No","No","Yes","6"
"sound","Noun","Singular","Lower","No","No","Yes","6"
"sla","Noun","Singular","Lower","No","No","Yes","6"
"senders","Verb","Plural","Lower","No","No","Yes","6"
"restart","Verb","Singular","Lower","No","No","Yes","6"
"refund","Noun","Singular","Lower","No","No","Yes","6"
"raid","Noun","Singular","Lower","No","No","Yes","6"
"paypal","Noun","Singular","Lower","No","No","Yes","6"
"payment","Noun","Singular","Lower","No","No","Yes","6"
"offer","Noun","Singular","Lower","No","No","Yes","6"
"move","Verb","Singular","Lower","No","No","Yes","6"
"login","Verb","Singular","Lower","No","No","Yes","6"
"liveStatus","Noun","Plural","Camel","No","No","Yes","6"
"import","Verb","Singular","Lower","No","No","Yes","6"
"image","Noun","Singular","Lower","No","No","Yes","6"
"greetings","Noun","Plural","Lower","No","No","Yes","6"
"domainTrust","Noun","Singular","Camel","No","No","Yes","6"
"creditCard","Noun","Singular","Camel","No","No","Yes","6"
"credentials","Noun","Plural","Lower","No","No","Yes","6"
"click2CallUser","Noun","Singular","Camel","No","No","Yes","6"
"bannerAccess","Verb","Singular","Camel","No","No","Yes","6"
"bankAccount","Noun","Singular","Camel","No","No","Yes","6"
"backupCode","Noun","Singular","Camel","No","No","Yes","6"
"application","Noun","Singular","Lower","No","No","Yes","6"
"allDom","Noun","Singular","Camel","No","No","Yes","6"
"accessPoint","Noun","Singular","Camel","No","No","Yes","6"
"2015v1","Noun","Singular","Lower","No","No","No","6"
"withdrawal","Noun","Singular","Lower","No","No","Yes","5"
"whisper","Noun","Singular","Lower","No","No","Yes","5"
"vrops","Noun","Plural","Lower","No","No","Yes","5"
"tts","Noun","Plural","Lower","No","No","Yes","5"
"transfer","Verb","Singular","Lower","No","No","Yes","5"
"topic","Noun","Singular","Lower","No","No","Yes","5"
"test","Verb","Singular","Lower","No","No","Yes","5"
"subAccount","Noun","Singular","Camel","No","No","Yes","5"
"sshKey","Noun","Singular","Camel","No","No","Yes","5"
"smd","Noun","Singular","Lower","No","No","Yes","5"
"siptrunk","Noun","Singular","Lower","No","No","Yes","5"
"reverse","Noun","Singular","Lower","No","No","Yes","5"
"request","Verb","Singular","Lower","No","No","Yes","5"
"remoteAccesses","Noun","Plural","Camel","No","No","Yes","5"
"privateCloudSDDC","Noun","Singular","Camel","No","No","Yes","5"
"privateCloudDC","Noun","Singular","Camel","No","No","Yes","5"
"privateCloudCDI","Noun","Singular","Camel","No","No","Yes","5"
"portMappings","Noun","Plural","Camel","No","No","Yes","5"
"pcidss","Noun","Plural","Lower","No","No","Yes","5"
"pay","Noun","Singular","Lower","No","No","Yes","5"
"password","Noun","Singular","Lower","No","No","Yes","5"
"nsx","Noun","Singular","Lower","No","No","Yes","5"
"networkAcl","Noun","Singular","Camel","No","No","Yes","5"
"nameServer","Noun","Singular","Camel","No","No","Yes","5"
"monitoringNotifications","Noun","Plural","Camel","No","No","Yes","5"
"module","Noun","Singular","Lower","No","No","Yes","5"
"mitigationProfiles","Noun","Plural","Camel","No","No","Yes","5"
"migration","Noun","Singular","Lower","No","No","Yes","5"
"kvm","Noun","Singular","Lower","No","No","Yes","5"
"intercept","Noun","Singular","Lower","No","No","Yes","5"
"hold","Noun","Singular","Lower","No","No","Yes","5"
"hipaa","Noun","Singular","Lower","No","No","Yes","5"
"hds","Noun","Plural","Lower","No","No","Yes","5"
"hardware","Noun","Singular","Lower","No","No","Yes","5"
"hangup","Noun","Singular","Lower","No","No","Yes","5"
"glueRecord","Noun","Singular","Camel","No","No","Yes","5"
"formatted","Noun","Singular","Lower","No","No","Yes","5"
"fidelityAccount","Noun","Singular","Camel","No","No","Yes","5"
"events","Noun","Plural","Lower","No","No","Yes","5"
"entry","Noun","Singular","Lower","No","No","Yes","5"
"eavesdrop","Noun","Singular","Lower","No","No","Yes","5"
"dslamPort","Noun","Singular","Camel","No","No","Yes","5"
"distribution","Noun","Singular","Lower","No","No","Yes","5"
"disks","Noun","Plural","Lower","No","No","Yes","5"
"directory","Noun","Singular","Lower","No","No","Yes","5"
"dedicatedServer","Verb","Singular","Camel","No","No","Yes","5"
"customerUser","Noun","Singular","Camel","No","No","Yes","5"
"customerNetwork","Noun","Singular","Camel","No","No","Yes","5"
"cron","Noun","Singular","Lower","No","No","Yes","5"
"credit","Noun","Singular","Lower","No","No","Yes","5"
"credential","Noun","Singular","Lower","No","No","Yes","5"
"contactChange","Noun","Singular","Camel","No","No","Yes","5"
"conditionTime","Noun","Singular","Camel","No","No","Yes","5"
"condition","Noun","Singular","Lower","No","No","Yes","5"
"changeIp","Verb","Singular","Camel","No","No","Yes","5"
"catalog","Noun","Singular","Lower","No","No","Yes","5"
"canLicenseBeMovedTo","Noun","Singular","Camel","No","No","Yes","5"
"canBeEnabled","Noun","Singular","Camel","No","No","Yes","5"
"canBeDisabled","Noun","Singular","Camel","No","No","Yes","5"
"backupStorage","Noun","Singular","Camel","No","No","Yes","5"
"backupRepository","Noun","Singular","Camel","No","No","Yes","5"
"backup","Verb","Singular","Lower","No","No","Yes","5"
"associatedObject","Verb","Singular","Camel","No","No","Yes","5"
"allowedDestinationIp","Noun","Singular","Camel","No","No","Yes","5"
"aliases","Noun","Plural","Lower","No","No","Yes","5"
"addressMove","Verb","Singular","Camel","No","No","Yes","5"
"DHCPStaticAddresses","Noun","Plural","Camel","No","No","Yes","5"
"webAccess","Verb","Singular","Camel","No","No","Yes","4"
"vxml","Noun","Singular","Lower","No","No","Yes","4"
"virtualAddress","Noun","Plural","Camel","No","No","Yes","4"
"veeamcc","Noun","Singular","Lower","No","No","Yes","4"
"validate","Verb","Singular","Lower","No","No","Yes","4"
"use","Noun","Singular","Lower","No","No","Yes","4"
"usbKey","Noun","Singular","Camel","No","No","Yes","4"
"upnSuffix","Noun","Singular","Camel","No","No","Yes","4"
"unblock","Noun","Singular","Lower","No","No","Yes","4"
"subscriber","Verb","Singular","Lower","No","No","Yes","4"
"stack","Noun","Singular","Lower","No","No","Yes","4"
"sslComodo","Noun","Singular","Camel","No","No","Yes","4"
"sshkey","Noun","Singular","Lower","No","No","Yes","4"
"ssd","Noun","Singular","Lower","No","No","Yes","4"
"spam","Noun","Singular","Lower","No","No","Yes","4"
"software","Noun","Singular","Lower","No","No","Yes","4"
"slaves","Noun","Plural","Lower","No","No","Yes","4"
"siteBuilderStart","Noun","Singular","Camel","No","No","Yes","4"
"siteBuilderFull","Noun","Singular","Camel","No","No","Yes","4"
"reset","Verb","Singular","Lower","No","No","Yes","4"
"refresh","Verb","Singular","Lower","No","No","Yes","4"
"redirect","Noun","Singular","Lower","No","No","Yes","4"
"professionalUse","Noun","Singular","Camel","No","No","Yes","4"
"portsRedirection","Noun","Singular","Camel","No","No","Yes","4"
"owo","Noun","Singular","Lower","No","No","Yes","4"
"ovhConfig","Noun","Singular","Camel","No","No","Yes","4"
"outplanNotification","Noun","Singular","Camel","No","No","Yes","4"
"opentsdb","Noun","Singular","Lower","No","No","Yes","4"
"office365Prepaid","Noun","Singular","Camel","No","No","Yes","4"
"office365","Noun","Singular","Lower","No","No","Yes","4"
"offers","Noun","Plural","Lower","No","No","Yes","4"
"offerTask","Noun","Singular","Camel","No","No","Yes","4"
"movements","Verb","Plural","Lower","No","No","Yes","4"
"moderator","Noun","Singular","Lower","No","No","Yes","4"
"mis","Noun","Plural","Lower","No","No","Yes","4"
"manager","Noun","Singular","Lower","No","No","Yes","4"
"managedServices","Noun","Plural","Camel","No","No","Yes","4"
"legacyVrack","Noun","Singular","Camel","No","No","Yes","4"
"kvmExpress","Noun","Plural","Camel","No","No","Yes","4"
"ipxeScript","Noun","Singular","Camel","No","No","Yes","4"
"ipOrganisation","Noun","Singular","Camel","No","No","Yes","4"
"interface","Noun","Singular","Lower","No","No","Yes","4"
"historyRepaymentConsumption","Noun","Singular","Camel","No","No","Yes","4"
"history","Noun","Singular","Lower","No","No","Yes","4"
"group","Noun","Singular","Lower","No","No","Yes","4"
"functionKey","Noun","Singular","Camel","No","No","Yes","4"
"frameworks","Noun","Plural","Lower","No","No","Yes","4"
"feature","Noun","Singular","Lower","No","No","Yes","4"
"failover","Verb","Singular","Lower","No","No","Yes","4"
"exchangeLite","Noun","Singular","Camel","No","No","Yes","4"
"exchangeIndividual","Noun","Singular","Camel","No","No","Yes","4"
"exchangeEnterprise","Noun","Singular","Camel","No","No","Yes","4"
"emailpro","Noun","Singular","Lower","No","No","Yes","4"
"emailChange","Noun","Singular","Camel","No","No","Yes","4"
"domainTransfer","Noun","Singular","Camel","No","No","Yes","4"
"discover","Verb","Singular","Lower","No","No","Yes","4"
"diagnostics","Noun","Plural","Lower","No","No","Yes","4"
"diagnostic","Noun","Singular","Lower","No","No","Yes","4"
"destinationEmailAddress","Noun","Plural","Camel","No","No","Yes","4"
"delegate","Noun","Singular","Lower","No","No","Yes","4"
"deferredPaymentAccount","Noun","Singular","Camel","No","No","Yes","4"
"defaultIpRestriction","Noun","Singular","Camel","No","No","Yes","4"
"dedicatedServerInterface","Verb","Singular","Camel","No","No","Yes","4"
"dedicatedCloudDatacenter","Verb","Singular","Camel","No","No","Yes","4"
"ddi","Noun","Singular","Lower","No","No","Yes","4"
"customSnapshot","Noun","Singular","Camel","No","No","Yes","4"
"customDomains","Noun","Plural","Camel","No","No","Yes","4"
"cors","Noun","Plural","Lower","No","No","Yes","4"
"configure","Verb","Singular","Lower","No","No","Yes","4"
"conditionScreenList","Noun","Singular","Camel","No","No","Yes","4"
"commercialRange","Noun","Singular","Camel","No","No","Yes","4"
"cloudProject","Noun","Singular","Camel","No","No","Yes","4"
"chooseAsDefaultPaymentMean","Noun","Singular","Camel","No","No","Yes","4"
"changeProperties","Verb","Plural","Camel","No","No","Yes","4"
"boot","Noun","Singular","Lower","No","No","Yes","4"
"bandwidthvRack","Noun","Singular","Camel","No","No","Yes","4"
"backupCloud","Noun","Singular","Camel","No","No","Yes","4"
"authorizableBlocks","Noun","Plural","Camel","No","No","Yes","4"
"auth","Verb","Singular","Lower","No","No","Yes","4"
"archive","Verb","Singular","Lower","No","No","Yes","4"
"agreements","Noun","Plural","Lower","No","No","Yes","4"
"addSimultaneousLines","Verb","Plural","Camel","No","No","Yes","4"
