"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"management","Noun","Singular","Lower","No","No","Yes","11"
"licenses","Noun","Plural","Lower","No","No","Yes","11"
"layer3sections","Noun","Plural","Lower","No","No","Yes","11"
"layer2sections","Noun","Plural","Lower","No","No","Yes","11"
"icons","Noun","Plural","Lower","No","No","Yes","11"
"global","Noun","Singular","Lower","No","No","Yes","11"
"file","Noun","Singular","Lower","No","No","Yes","11"
"dhcp","Noun","Singular","Lower","No","No","Yes","11"
"usermgmt","Noun","Singular","Lower","No","No","Yes","10"
"usergroups","Noun","Plural","Lower","No","No","Yes","10"
"topics","Noun","Plural","Lower","No","No","Yes","10"
"test","Verb","Singular","Lower","No","No","Yes","10"
"service","Noun","Singular","Lower","No","No","Yes","10"
"rollback","Verb","Singular","Lower","No","No","Yes","10"
"resourceTypes","Noun","Plural","Camel","No","No","Yes","10"
"queries","Noun","Plural","Lower","No","No","Yes","10"
"network","Noun","Singular","Lower","No","No","Yes","10"
"logging","Noun","Singular","Lower","No","No","Yes","10"
"local","Noun","Singular","Lower","No","No","Yes","10"
"interfaces","Noun","Plural","Lower","No","No","Yes","10"
"icon","Noun","Singular","Lower","No","No","Yes","10"
"forwarding","Noun","Singular","Lower","No","No","Yes","10"
"fabric-service","Noun","Singular","Lower","No","Yes","Yes","10"
"assigned","Verb","Singular","Lower","No","No","Yes","10"
"alertplugins","Noun","Plural","Lower","No","No","Yes","10"
"virtualwires","Noun","Plural","Lower","No","No","Yes","9"
"snmp","Noun","Singular","Lower","No","No","Yes","9"
"query","Verb","Singular","Lower","No","No","Yes","9"
"nodes","Noun","Plural","Lower","No","No","Yes","9"
"job","Noun","Singular","Lower","No","No","Yes","9"
"ippools","Noun","Plural","Lower","No","No","Yes","9"
"interaction","Noun","Singular","Lower","No","No","Yes","9"
"health","Noun","Singular","Lower","No","No","Yes","9"
"flow","Noun","Singular","Lower","No","No","Yes","9"
"composition","Noun","Singular","Lower","No","No","Yes","9"
"componenttypes","Noun","Plural","Lower","No","No","Yes","9"
"brandings","Noun","Plural","Lower","No","No","Yes","9"
"branding-service","Noun","Singular","Lower","No","Yes","Yes","9"
"alerts","Noun","Plural","Lower","No","No","Yes","9"
"adapter","Noun","Singular","Lower","No","No","Yes","9"
"valueDefinitions","Noun","Plural","Camel","No","No","Yes","8"
"upgrade","Verb","Singular","Lower","No","No","Yes","8"
"update-session","Verb","Singular","Lower","No","Yes","Yes","8"
"typeSchema","Noun","Singular","Camel","No","No","Yes","8"
"templates","Noun","Plural","Lower","No","No","Yes","8"
"tags","Noun","Plural","Lower","No","No","Yes","8"
"syslog","Noun","Singular","Lower","No","No","Yes","8"
"subscribed-library","Verb","Singular","Lower","No","Yes","Yes","8"
"solutions","Noun","Plural","Lower","No","No","Yes","8"
"security-tags","Noun","Plural","Lower","No","Yes","Yes","8"
"security-policies","Noun","Plural","Lower","No","Yes","Yes","8"
"script","Noun","Singular","Lower","No","No","Yes","8"
"request","Verb","Singular","Lower","No","No","Yes","8"
"members","Noun","Plural","Lower","No","No","Yes","8"
"layer3redirectsections","Noun","Plural","Lower","No","No","Yes","8"
"ipam","Noun","Singular","Lower","No","No","Yes","8"
"host","Noun","Singular","Lower","No","No","Yes","8"
"email","Noun","Singular","Lower","No","No","Yes","8"
"deploy","Verb","Singular","Lower","No","No","Yes","8"
"delegates","Noun","Plural","Lower","No","No","Yes","8"
"contents","Noun","Plural","Lower","No","No","Yes","8"
"components","Noun","Plural","Lower","No","No","Yes","8"
"cluster","Noun","Singular","Lower","No","No","Yes","8"
"backup","Verb","Singular","Lower","No","No","Yes","8"
"assignees","Verb","Plural","Lower","No","No","Yes","8"
"applicationgroup","Noun","Singular","Lower","No","No","Yes","8"
"access","Verb","Singular","Lower","No","No","Yes","8"
"subnets","Noun","Plural","Lower","No","No","Yes","7"
"stop","Verb","Singular","Lower","No","No","Yes","7"
"start","Verb","Singular","Lower","No","No","Yes","7"
"sources","Noun","Plural","Lower","No","No","Yes","7"
"softwarecomponenttypes","Noun","Plural","Lower","No","No","Yes","7"
"settings","Noun","Plural","Lower","No","No","Yes","7"
"serial","Noun","Singular","Lower","No","No","Yes","7"
"self","Noun","Singular","Lower","No","No","Yes","7"
"securitypolicy","Noun","Singular","Lower","No","No","Yes","7"
"scriptActions","Noun","Plural","Camel","No","No","Yes","7"
"reportdefinitions","Verb","Plural","Lower","No","No","Yes","7"
"propertydefinitions","Noun","Plural","Lower","No","No","Yes","7"
"privatenetworks","Noun","Plural","Lower","No","No","Yes","7"
"parallel","Noun","Singular","Lower","No","No","Yes","7"
"nwfabric","Noun","Singular","Lower","No","No","Yes","7"
"load-balancers","Verb","Plural","Lower","No","Yes","Yes","7"
"installpackages","Verb","Plural","Lower","No","No","Yes","7"
"images","Noun","Plural","Lower","No","No","Yes","7"
"floppy","Noun","Singular","Lower","No","No","Yes","7"
"ethernet","Noun","Singular","Lower","No","No","Yes","7"
"entitlements","Noun","Plural","Lower","No","No","Yes","7"
"endpoint","Verb","Singular","Lower","No","No","Yes","7"
"drafts","Noun","Plural","Lower","No","No","Yes","7"
"download-session","Noun","Singular","Lower","No","Yes","Yes","7"
"directories","Noun","Plural","Lower","No","No","Yes","7"
"current","Noun","Singular","Lower","No","No","Yes","7"
"credentials","Noun","Plural","Lower","No","No","Yes","7"
"collectorgroups","Verb","Plural","Lower","No","No","Yes","7"
"clusters","Noun","Plural","Lower","No","No","Yes","7"
"certificate","Noun","Singular","Lower","No","No","Yes","7"
"cdrom","Noun","Singular","Lower","No","No","Yes","7"
"application","Noun","Singular","Lower","No","No","Yes","7"
"wizardstates","Noun","Plural","Lower","No","No","Yes","6"
"webresources","Noun","Plural","Lower","No","No","Yes","6"
"vnics","Noun","Plural","Lower","No","No","Yes","6"
"vmon","Noun","Singular","Lower","No","No","Yes","6"
"token","Noun","Singular","Lower","No","No","Yes","6"
"time","Noun","Singular","Lower","No","No","Yes","6"
"tag","Verb","Singular","Lower","No","No","Yes","6"
"sync","Verb","Singular","Lower","No","No","Yes","6"
"state","Noun","Singular","Lower","No","No","Yes","6"
"spoofguard","Noun","Singular","Lower","No","No","Yes","6"
"securitytags","Noun","Plural","Lower","No","No","Yes","6"
"resourcekinds","Noun","Plural","Lower","No","No","Yes","6"
"propertygroups","Noun","Plural","Lower","No","No","Yes","6"
"profiles","Noun","Plural","Lower","No","No","Yes","6"
"portals","Noun","Plural","Lower","No","No","Yes","6"
"ntp","Noun","Singular","Lower","No","No","Yes","6"
"nat","Noun","Singular","Lower","No","No","Yes","6"
"monitors","Noun","Plural","Lower","No","No","Yes","6"
"monitoringstate","Noun","Singular","Lower","No","No","Yes","6"
"maintained","Noun","Singular","Lower","No","No","Yes","6"
"licensing-service","Noun","Singular","Lower","No","Yes","Yes","6"
"disconnect","Noun","Singular","Lower","No","No","Yes","6"
"details","Noun","Plural","Lower","No","No","Yes","6"
"connect","Noun","Singular","Lower","No","No","Yes","6"
"cafe-forms","Noun","Plural","Lower","No","Yes","Yes","6"
"bundles","Noun","Plural","Lower","No","No","Yes","6"
"backuprestore","Noun","Singular","Lower","No","No","Yes","6"
"applicationrules","Noun","Plural","Lower","No","No","Yes","6"
"applicationprofiles","Noun","Plural","Lower","No","No","Yes","6"
"appliances","Noun","Plural","Lower","No","No","Yes","6"
"virtualservers","Noun","Plural","Lower","No","No","Yes","5"
"validate","Verb","Singular","Lower","No","No","Yes","5"
"userPreference","Noun","Singular","Camel","No","No","Yes","5"
"updatesession","Verb","Singular","Lower","No","No","Yes","5"
"tokens","Noun","Plural","Lower","No","No","Yes","5"
"symptomdefinitions","Noun","Plural","Lower","No","No","Yes","5"
"switches","Verb","Plural","Lower","No","No","Yes","5"
"supermetrics","Noun","Plural","Lower","No","No","Yes","5"
"storage","Noun","Singular","Lower","No","No","Yes","5"
"specs","Noun","Plural","Lower","No","No","Yes","5"
"snapshot","Verb","Singular","Lower","No","No","Yes","5"
"segments","Noun","Plural","Lower","No","No","Yes","5"
"scsi","Noun","Singular","Lower","No","No","Yes","5"
"schedules","Noun","Plural","Lower","No","No","Yes","5"
"routes","Noun","Plural","Lower","No","No","Yes","5"
"restore","Verb","Singular","Lower","No","No","Yes","5"
"resource-types","Noun","Plural","Lower","No","Yes","Yes","5"
"relationships","Noun","Plural","Lower","No","No","Yes","5"
"recommendations","Noun","Plural","Lower","No","No","Yes","5"
"privileges","Noun","Plural","Lower","No","No","Yes","5"
"power","Verb","Singular","Lower","No","No","Yes","5"
"portletconfigurations","Noun","Plural","Lower","No","No","Yes","5"
"ovf","Noun","Singular","Lower","No","No","Yes","5"
"multicasts","Noun","Plural","Lower","No","No","Yes","5"
"migration","Noun","Singular","Lower","No","No","Yes","5"
"metadata","Noun","Plural","Lower","No","No","Yes","5"
"macset","Noun","Singular","Lower","No","No","Yes","5"
"localserver","Noun","Singular","Lower","No","No","Yes","5"
"local-library","Noun","Singular","Lower","No","Yes","Yes","5"
"local-accounts","Noun","Plural","Lower","No","Yes","Yes","5"
"l2vpn","Noun","Singular","Lower","No","No","Yes","5"
"keyPairs","Noun","Plural","Camel","No","No","Yes","5"
"ipset","Noun","Singular","Lower","No","No","Yes","5"
"ipsec","Noun","Singular","Lower","No","No","Yes","5"
"flavors","Noun","Plural","Lower","No","No","Yes","5"
"entitledCatalogItems","Noun","Plural","Camel","No","No","Yes","5"
"disks","Noun","Plural","Lower","No","No","Yes","5"
"disk","Noun","Singular","Lower","No","No","Yes","5"
"destinations","Noun","Plural","Lower","No","No","Yes","5"
"datacenter","Noun","Singular","Lower","No","No","Yes","5"
"contenttypes","Noun","Plural","Lower","No","No","Yes","5"
"cancel","Verb","Singular","Lower","No","No","Yes","5"
"availabilityzones","Noun","Plural","Lower","No","No","Yes","5"
"authorities","Noun","Plural","Lower","No","No","Yes","5"
"archiving","Noun","Singular","Lower","No","No","Yes","5"
"app","Noun","Singular","Lower","No","No","Yes","5"
"alertdefinitions","Noun","Plural","Lower","No","No","Yes","5"
"ad","Noun","Singular","Lower","No","No","Yes","5"
"vropspacks","Noun","Plural","Lower","No","No","Yes","4"
"vidm","Noun","Singular","Lower","No","No","Yes","4"
"versions","Noun","Plural","Lower","No","No","Yes","4"
"version","Noun","Singular","Lower","No","No","Yes","4"
"translation","Noun","Singular","Lower","No","No","Yes","4"
"techsupportlogs","Noun","Plural","Lower","No","No","Yes","4"
"tagging","Noun","Singular","Lower","No","No","Yes","4"
"summary","Noun","Singular","Lower","No","No","Yes","4"
"static","Noun","Singular","Lower","No","No","Yes","4"
"ssoconfig","Noun","Singular","Lower","No","No","Yes","4"
"shutdown","Verb","Singular","Lower","No","No","Yes","4"
"scenarios","Noun","Plural","Lower","No","No","Yes","4"
"sata","Noun","Singular","Lower","No","No","Yes","4"
"role","Noun","Singular","Lower","No","No","Yes","4"
"restart","Verb","Singular","Lower","No","No","Yes","4"
"resourceActions","Noun","Plural","Camel","No","No","Yes","4"
"resource-tickets","Noun","Plural","Lower","No","Yes","Yes","4"
"reset","Verb","Singular","Lower","No","No","Yes","4"
"reports","Noun","Plural","Lower","No","No","Yes","4"
"proxy","Noun","Singular","Lower","No","No","Yes","4"
"notes","Noun","Plural","Lower","No","No","Yes","4"
"maintenanceschedules","Noun","Plural","Lower","No","No","Yes","4"
"ipv4","Noun","Singular","Lower","No","No","Yes","4"
"ipaddresses","Noun","Plural","Lower","No","No","Yes","4"
"inbound","Noun","Singular","Lower","No","No","Yes","4"
"globalsettings","Noun","Plural","Lower","No","No","Yes","4"
"evaluations","Noun","Plural","Lower","No","No","Yes","4"
"enable","Verb","Singular","Lower","No","No","Yes","4"
"dlfs","Noun","Plural","Lower","No","No","Yes","4"
"diag","Noun","Singular","Lower","No","No","Yes","4"
"delete","Verb","Singular","Lower","No","No","Yes","4"
"csr","Noun","Singular","Lower","No","No","Yes","4"
"crl","Noun","Singular","Lower","No","No","Yes","4"
"contentpacks","Noun","Plural","Lower","No","No","Yes","4"
"complete","Verb","Singular","Lower","No","No","Yes","4"
"compare","Noun","Singular","Lower","No","No","Yes","4"
"catalogItemTypes","Noun","Plural","Camel","No","No","Yes","4"
"cassandra","Noun","Singular","Lower","No","No","Yes","4"
"bulk","Noun","Singular","Lower","No","No","Yes","4"
"boot","Noun","Singular","Lower","No","No","Yes","4"
"blueprintdocuments","Noun","Plural","Lower","No","No","Yes","4"
"approvals","Noun","Plural","Lower","No","No","Yes","4"
"approvalrequests","Noun","Plural","Lower","No","No","Yes","4"
"addr","Verb","Singular","Lower","No","No","Yes","4"
"activation","Noun","Singular","Lower","No","No","Yes","4"
"action","Noun","Singular","Lower","No","No","Yes","4"
"acl","Noun","Singular","Lower","No","No","Yes","4"
"work-items","Noun","Plural","Lower","No","Yes","Yes","3"
"vcconfig","Noun","Singular","Lower","No","No","Yes","3"
"validation","Noun","Singular","Lower","No","No","Yes","3"
"traversalspecs","Noun","Plural","Lower","No","No","Yes","3"
"timesettings","Noun","Plural","Lower","No","No","Yes","3"
"testconnection","Verb","Singular","Lower","No","No","Yes","3"
"syslogserver","Noun","Singular","Lower","No","No","Yes","3"
"suspend","Verb","Singular","Lower","No","No","Yes","3"
"support-bundles","Noun","Plural","Lower","No","Yes","Yes","3"
"submission","Noun","Singular","Lower","No","No","Yes","3"
"statkeys","Noun","Plural","Lower","No","No","Yes","3"
"set_security_groups","Verb","Plural","Lower","Yes","No","Yes","3"
"sessions","Noun","Plural","Lower","No","No","Yes","3"
"securityactions","Noun","Plural","Lower","No","No","Yes","3"
"scripttypes","Noun","Plural","Lower","No","No","Yes","3"
"scripts","Noun","Plural","Lower","No","No","Yes","3"
"scenarioConfiguration","Noun","Singular","Camel","No","No","Yes","3"
"scan","Verb","Singular","Lower","No","No","Yes","3"
"resourceViews","Noun","Plural","Camel","No","No","Yes","3"
"relay","Noun","Singular","Lower","No","No","Yes","3"
"ospf","Noun","Singular","Lower","No","No","Yes","3"
"orchestration","Noun","Singular","Lower","No","No","Yes","3"
"names","Noun","Plural","Lower","No","No","Yes","3"
"load-balancer","Verb","Singular","Lower","No","Yes","Yes","3"
"library-item","Noun","Singular","Lower","No","Yes","Yes","3"
"key","Noun","Singular","Lower","No","No","Yes","3"
"isis","Noun","Plural","Lower","No","No","Yes","3"
"ipv6","Noun","Singular","Lower","No","No","Yes","3"
"ipfix","Noun","Singular","Lower","No","No","Yes","3"
"ilb","Noun","Singular","Lower","No","No","Yes","3"
"hostname","Noun","Singular","Lower","No","No","Yes","3"
"highavailability","Noun","Singular","Lower","No","No","Yes","3"
"get","Verb","Singular","Lower","No","No","Yes","3"
"features","Noun","Plural","Lower","No","No","Yes","3"
"externalIdP","Noun","Singular","Camel","No","No","Yes","3"
"external","Noun","Singular","Lower","No","No","Yes","3"
"extended","Noun","Singular","Lower","No","No","Yes","3"
"excludelist","Noun","Singular","Lower","No","No","Yes","3"
"eventcontrol","Noun","Singular","Lower","No","No","Yes","3"
"downloadsession","Noun","Singular","Lower","No","No","Yes","3"
"domains","Noun","Plural","Lower","No","No","Yes","3"
"directorygroup","Noun","Singular","Lower","No","No","Yes","3"
"deploymentresources","Verb","Plural","Lower","No","No","Yes","3"
"datastore","Noun","Singular","Lower","No","No","Yes","3"
"dashboard","Noun","Singular","Lower","No","No","Yes","3"
"create","Verb","Singular","Lower","No","No","Yes","3"
"conn-check","Verb","Singular","Lower","No","Yes","Yes","3"
"configure","Verb","Singular","Lower","No","No","Yes","3"
"conditions","Noun","Plural","Lower","No","No","Yes","3"
"clone","Verb","Singular","Lower","No","No","Yes","3"
"bridging","Noun","Singular","Lower","No","No","Yes","3"
"bindings","Noun","Plural","Lower","No","No","Yes","3"
"bgp","Noun","Singular","Lower","No","No","Yes","3"
"backupsettings","Noun","Plural","Lower","No","No","Yes","3"
"author","Noun","Singular","Lower","No","No","Yes","3"
"xvs","Noun","Plural","Lower","No","No","Yes","2"
"work-item","Noun","Singular","Lower","No","Yes","Yes","2"
"vxlan","Noun","Singular","Lower","No","No","Yes","2"
"virtualmachines","Noun","Plural","Lower","No","No","Yes","2"
"virtualmachine","Noun","Singular","Lower","No","No","Yes","2"
"violations","Noun","Plural","Lower","No","No","Yes","2"
"violatingfilesascsv","Noun","Singular","Lower","No","No","Yes","2"
"violatingfiles","Noun","Plural","Lower","No","No","Yes","2"
"viewdefinitions","Noun","Plural","Lower","No","No","Yes","2"
"uptime","Noun","Singular","Lower","No","No","Yes","2"
"uploadbundle","Verb","Singular","Lower","No","No","Yes","2"
"updateDomain","Verb","Singular","Camel","No","No","Yes","2"
"udp","Noun","Singular","Lower","No","No","Yes","2"
"topn","Noun","Singular","Lower","No","No","Yes","2"
"timesync","Noun","Singular","Lower","No","No","Yes","2"
"template","Noun","Singular","Lower","No","No","Yes","2"
"taskservice","Noun","Singular","Lower","No","No","Yes","2"
"symptoms","Noun","Plural","Lower","No","No","Yes","2"
"subscribed-item","Verb","Singular","Lower","No","Yes","Yes","2"
"staticUserMappingsbyUser","Noun","Singular","Camel","No","No","Yes","2"
"staticUserMappingsbyIP","Noun","Singular","Camel","No","No","Yes","2"
"sstables","Noun","Plural","Lower","No","No","Yes","2"
"sso","Noun","Singular","Lower","No","No","Yes","2"
"ssh","Noun","Singular","Lower","No","No","Yes","2"
"sourcetypes","Noun","Plural","Lower","No","No","Yes","2"
"short","Noun","Singular","Lower","No","No","Yes","2"
"shell","Noun","Singular","Lower","No","No","Yes","2"
"server-configuration","Noun","Singular","Lower","No","Yes","Yes","2"
"securityContext","Noun","Singular","Camel","No","No","Yes","2"
"sam","Noun","Singular","Lower","No","No","Yes","2"
"roots","Noun","Plural","Lower","No","No","Yes","2"
"resume","Verb","Singular","Lower","No","No","Yes","2"
"results","Noun","Plural","Lower","No","No","Yes","2"
"resourcerequests","Noun","Plural","Lower","No","No","Yes","2"
"resourceCount","Noun","Singular","Camel","No","No","Yes","2"
"resource-pool","Noun","Singular","Lower","No","Yes","Yes","2"
"resize","Verb","Singular","Lower","No","No","Yes","2"
"requestValidations","Verb","Plural","Camel","No","No","Yes","2"
"replyable","Noun","Singular","Lower","No","No","Yes","2"
"position","Noun","Singular","Lower","No","No","Yes","2"
"port","Noun","Singular","Lower","No","No","Yes","2"
"ping","Noun","Singular","Lower","No","No","Yes","2"
"parts","Noun","Plural","Lower","No","No","Yes","2"
"pagedflowdetails","Noun","Plural","Lower","No","No","Yes","2"
"notification","Noun","Singular","Lower","No","No","Yes","2"
"node","Noun","Singular","Lower","No","No","Yes","2"
"new","Noun","Singular","Lower","No","No","Yes","2"
"multicast","Noun","Singular","Lower","No","No","Yes","2"
"mgmtinterface","Noun","Singular","Lower","No","No","Yes","2"
"metrics","Noun","Plural","Lower","No","No","Yes","2"
"messages","Noun","Plural","Lower","No","No","Yes","2"
"memory","Noun","Singular","Lower","No","No","Yes","2"
"mechanisms","Noun","Plural","Lower","No","No","Yes","2"
"marketplace","Verb","Singular","Lower","No","No","Yes","2"
"lookup","Verb","Singular","Lower","No","No","Yes","2"
"location","Noun","Singular","Lower","No","No","Yes","2"
"locale","Noun","Singular","Lower","No","No","Yes","2"
"level","Noun","Singular","Lower","No","No","Yes","2"
"layout","Noun","Singular","Lower","No","No","Yes","2"
"latest","Noun","Singular","Lower","No","No","Yes","2"
"jobs","Noun","Plural","Lower","No","No","Yes","2"
"iso","Noun","Singular","Lower","No","No","Yes","2"
"interactions","Noun","Plural","Lower","No","No","Yes","2"
"ingest","Noun","Singular","Lower","No","No","Yes","2"
"index","Noun","Singular","Lower","No","No","Yes","2"
