"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"partnerPrograms","Noun","Plural","Camel","No","No","Yes","80"
"monitoring","Noun","Singular","Lower","No","No","Yes","75"
"SalesTeamMember","Noun","Singular","Camel","No","No","Yes","75"
"PrimaryAddress","Noun","Plural","Camel","No","No","Yes","75"
"Attachment","Noun","Singular","Camel","No","No","Yes","75"
"AddressPurpose","Noun","Singular","Camel","No","No","Yes","75"
"transactionLines","Noun","Plural","Camel","No","No","Yes","72"
"outerPackingUnits","Noun","Plural","Camel","No","No","Yes","72"
"ChildRevenue","Noun","Singular","Camel","No","No","Yes","70"
"service","Noun","Singular","Lower","No","No","Yes","69"
"latest","Noun","Singular","Lower","No","No","Yes","69"
"territories","Noun","Plural","Lower","No","No","Yes","66"
"innerPackingUnits","Noun","Plural","Camel","No","No","Yes","66"
"folders","Noun","Plural","Lower","No","No","Yes","66"
"territoryForecasts","Noun","Plural","Camel","No","No","Yes","65"
"profiles","Noun","Plural","Lower","No","No","Yes","64"
"Relationship","Noun","Singular","Camel","No","No","Yes","63"
"programEnrollments","Noun","Plural","Camel","No","No","Yes","61"
"paysheets","Noun","Plural","Lower","No","No","Yes","60"
"paymentBatches","Noun","Plural","Camel","No","No","Yes","60"
"network","Noun","Singular","Lower","No","No","Yes","60"
"km","Noun","Singular","Lower","No","No","Yes","60"
"inventories","Noun","Plural","Lower","No","No","Yes","60"
"Tasks","Noun","Plural","Camel","No","No","Yes","60"
"custom-actions","Noun","Plural","Lower","No","Yes","Yes","59"
"devices","Noun","Plural","Lower","No","No","Yes","58"
"attributes","Noun","Plural","Lower","No","No","Yes","55"
"batchCreateOrUpdate","Verb","Singular","Camel","No","No","Yes","54"
"collections","Noun","Plural","Lower","No","No","Yes","53"
"integrations","Noun","Plural","Lower","No","No","Yes","52"
"sites","Noun","Plural","Lower","No","No","Yes","51"
"queues","Noun","Plural","Lower","No","No","Yes","51"
"locations","Noun","Plural","Lower","No","No","Yes","51"
"assignments","Verb","Plural","Lower","No","No","Yes","50"
"publisher","Noun","Singular","Lower","No","No","Yes","49"
"organizations","Noun","Plural","Lower","No","No","Yes","49"
"content","Noun","Singular","Lower","No","No","Yes","47"
"metadata-catalog","Noun","Singular","Lower","No","Yes","Yes","46"
"imports","Noun","Plural","Lower","No","No","Yes","46"
"CustomerClassification","Noun","Singular","Camel","No","No","Yes","45"
"search","Verb","Singular","Lower","No","No","Yes","44"
"Schemas","Noun","Plural","Camel","No","No","Yes","44"
"shipmentLines","Noun","Plural","Camel","No","No","Yes","42"
"metadata","Noun","Plural","Lower","No","No","Yes","42"
"conversations","Noun","Plural","Lower","No","No","Yes","42"
"WorkOrderOperation","Noun","Singular","Camel","No","No","Yes","42"
"ResourceTypes","Noun","Plural","Camel","No","No","Yes","42"
"priceBookHeaders","Noun","Plural","Camel","No","No","Yes","40"
"patches","Noun","Plural","Lower","No","No","Yes","40"
"partnerProgramBenefits","Noun","Plural","Camel","No","No","Yes","40"
"ProductGroupAttributeSetup","Noun","Singular","Camel","No","No","Yes","40"
"workspace","Noun","Singular","Lower","No","No","Yes","39"
"pickLines","Noun","Plural","Camel","No","No","Yes","39"
"Roles","Noun","Plural","Camel","No","No","Yes","39"
"skus","Noun","Plural","Lower","No","No","Yes","38"
"exports","Noun","Plural","Lower","No","No","Yes","37"
"dbaas","Noun","Plural","Lower","No","No","Yes","37"
"ccagent","Noun","Singular","Lower","No","No","Yes","37"
"timeEventRequests","Noun","Plural","Camel","No","No","Yes","36"
"lotSerialItemLots","Noun","Plural","Camel","No","No","Yes","36"
"gsadmin","Noun","Singular","Lower","No","No","Yes","36"
"ccstore","Noun","Singular","Lower","No","No","Yes","36"
"campaigns","Noun","Plural","Lower","No","No","Yes","36"
"resourceMembers","Noun","Plural","Camel","No","No","Yes","35"
"metrics","Noun","Plural","Lower","No","No","Yes","35"
"jaas","Noun","Plural","Lower","No","No","Yes","35"
"MySQLCS","Noun","Singular","Camel","No","No","Yes","35"
"widgetDescriptors","Noun","Plural","Camel","No","No","Yes","34"
"priceListGroups","Noun","Plural","Camel","No","No","Yes","34"
"loyaltyMembers","Noun","Plural","Camel","No","No","Yes","34"
"code","Noun","Singular","Lower","No","No","Yes","34"
"subinventories","Noun","Plural","Lower","No","No","Yes","33"
"productGroups","Noun","Plural","Camel","No","No","Yes","33"
"jobs","Noun","Plural","Lower","No","No","Yes","33"
"email","Noun","Singular","Lower","No","No","Yes","33"
"TerritoryRule","Noun","Singular","Camel","No","No","Yes","33"
"shippingMethods","Noun","Plural","Camel","No","No","Yes","32"
"publish","Verb","Singular","Lower","No","No","Yes","32"
"events","Noun","Plural","Lower","No","No","Yes","32"
"Tenants","Noun","Plural","Camel","No","No","Yes","32"
"PasswordPolicies","Noun","Plural","Camel","No","No","Yes","32"
"IdentityProviders","Noun","Plural","Camel","No","No","Yes","32"
"Groups","Noun","Plural","Camel","No","No","Yes","32"
"Apps","Noun","Plural","Camel","No","No","Yes","32"
"tasks","Noun","Plural","Lower","No","No","Yes","31"
"receipts","Noun","Plural","Lower","No","No","Yes","31"
"searchInterfaces","Verb","Plural","Camel","No","No","Yes","30"
"redirects","Noun","Plural","Lower","No","No","Yes","30"
"pickSlipDetails","Noun","Plural","Camel","No","No","Yes","30"
"documentPages","Noun","Plural","Camel","No","No","Yes","30"
"channelCommunication","Noun","Singular","Camel","No","No","Yes","30"
"categories","Noun","Plural","Lower","No","No","Yes","30"
"AppTemplates","Noun","Plural","Camel","No","No","Yes","30"
"receiptHeaders","Noun","Plural","Camel","No","No","Yes","28"
"members","Noun","Plural","Lower","No","No","Yes","28"
"dbcs","Noun","Plural","Lower","No","No","Yes","28"
"bdcsce","Noun","Singular","Lower","No","No","Yes","28"
"EmailTemplates","Noun","Plural","Camel","No","No","Yes","28"
"AppRoles","Noun","Plural","Camel","No","No","Yes","28"
"roles","Noun","Plural","Lower","No","No","Yes","27"
"receivingTransactions","Noun","Plural","Camel","No","No","Yes","27"
"inventoryTransactions","Noun","Plural","Camel","No","No","Yes","27"
"inventoryBalanceTransactions","Noun","Plural","Camel","No","No","Yes","27"
"customObjects","Noun","Plural","Camel","No","No","Yes","27"
"clustermgmt","Noun","Singular","Lower","No","No","Yes","27"
"attachments","Noun","Plural","Lower","No","No","Yes","27"
"asset","Noun","Singular","Lower","No","No","Yes","27"
"applications","Noun","Plural","Lower","No","No","Yes","27"
"workZones","Noun","Plural","Camel","No","No","Yes","26"
"name","Noun","Singular","Lower","No","No","Yes","26"
"deployments","Noun","Plural","Lower","No","No","Yes","26"
"countries","Noun","Plural","Lower","No","No","Yes","26"
"ProgramBenefitDetails","Noun","Plural","Camel","No","No","Yes","26"
"JobSchedules","Noun","Plural","Camel","No","No","Yes","26"
"storage","Noun","Singular","Lower","No","No","Yes","25"
"salesOrders","Noun","Plural","Camel","No","No","Yes","25"
"promotions","Noun","Plural","Lower","No","No","Yes","25"
"posts","Noun","Plural","Lower","No","No","Yes","25"
"photo","Noun","Singular","Lower","No","No","Yes","25"
"comments","Noun","Plural","Lower","No","No","Yes","25"
"accountTeamMembers","Noun","Plural","Camel","No","No","Yes","25"
"RevenueTerritory","Noun","Singular","Camel","No","No","Yes","25"
"RevenuePartnerPrimary","Noun","Singular","Camel","No","No","Yes","25"
"ProductGroupProductSetup","Noun","Singular","Camel","No","No","Yes","25"
"OpportunitySource1","Noun","Singular","Camel","No","No","Yes","25"
"OpportunityResource","Noun","Singular","Camel","No","No","Yes","25"
"OpportunityLead","Noun","Singular","Camel","No","No","Yes","25"
"OpportunityContact","Noun","Singular","Camel","No","No","Yes","25"
"OpportunityCompetitor2","Noun","Singular","Camel","No","No","Yes","25"
"Notes","Noun","Plural","Camel","No","No","Yes","25"
"MklProdAssoc1","Noun","Singular","Camel","No","No","Yes","25"
"MklLeadTcMembers1","Noun","Singular","Camel","No","No","Yes","25"
"MklLeadResources","Noun","Plural","Camel","No","No","Yes","25"
"DealResources","Noun","Plural","Camel","No","No","Yes","25"
"DealProduct","Noun","Singular","Camel","No","No","Yes","25"
"ActivityObjectives","Noun","Plural","Camel","No","No","Yes","25"
"ActivityContact","Noun","Singular","Camel","No","No","Yes","25"
"ActivityAssignee","Noun","Singular","Camel","No","No","Yes","25"
"types","Noun","Plural","Lower","No","No","Yes","24"
"timeEvents","Noun","Plural","Camel","No","No","Yes","24"
"schedule","Verb","Singular","Lower","No","No","Yes","24"
"receiptLines","Noun","Plural","Camel","No","No","Yes","24"
"itemLots","Noun","Plural","Camel","No","No","Yes","24"
"forecastProducts","Noun","Plural","Camel","No","No","Yes","24"
"applicationIds","Noun","Plural","Camel","No","No","Yes","24"
"OAuthPartnerCertificates","Noun","Plural","Camel","No","No","Yes","24"
"OAuthClientCertificates","Noun","Plural","Camel","No","No","Yes","24"
"Grants","Noun","Plural","Camel","No","No","Yes","24"
"export","Verb","Singular","Lower","No","No","Yes","23"
"syncActions","Noun","Plural","Camel","No","No","Yes","22"
"properties","Noun","Plural","Lower","No","No","Yes","22"
"job","Noun","Singular","Lower","No","No","Yes","22"
"items","Noun","Plural","Lower","No","No","Yes","22"
"industries","Noun","Plural","Lower","No","No","Yes","22"
"deviceModels","Noun","Plural","Camel","No","No","Yes","22"
"connections","Noun","Plural","Lower","No","No","Yes","22"
"carriers","Noun","Plural","Lower","No","No","Yes","22"
"activity","Noun","Singular","Lower","No","No","Yes","22"
"TerritoryRuleBoundary1","Noun","Singular","Camel","No","No","Yes","22"
"LaborResourceAssignments","Noun","Plural","Camel","No","No","Yes","22"
"sandbox","Noun","Singular","Lower","No","No","Yes","21"
"resource","Noun","Singular","Lower","No","No","Yes","21"
"productSpecialities","Noun","Plural","Camel","No","No","Yes","21"
"orgs","Noun","Plural","Lower","No","No","Yes","21"
"geographies","Noun","Plural","Lower","No","No","Yes","21"
"expertises","Noun","Plural","Lower","No","No","Yes","21"
"contact","Noun","Singular","Lower","No","No","Yes","21"
"codeValue","Noun","Singular","Camel","No","No","Yes","21"
"codeType","Noun","Singular","Camel","No","No","Yes","21"
"certifications","Noun","Plural","Lower","No","No","Yes","21"
"backups","Noun","Plural","Lower","No","No","Yes","21"
"SsoSettings","Noun","Plural","Camel","No","No","Yes","21"
"PictureAttachment","Noun","Singular","Camel","No","No","Yes","21"
"Assessments","Noun","Plural","Camel","No","No","Yes","21"
"userdetails","Noun","Plural","Lower","No","No","Yes","20"
"thesaurus","Noun","Plural","Lower","No","No","Yes","20"
"taxProcessors","Noun","Plural","Camel","No","No","Yes","20"
"tags","Noun","Plural","Lower","No","No","Yes","20"
"salesPromotions","Noun","Plural","Camel","No","No","Yes","20"
"projectsUsers","Noun","Plural","Camel","No","No","Yes","20"
"prices","Noun","Plural","Lower","No","No","Yes","20"
"portfolio","Noun","Singular","Lower","No","No","Yes","20"
"partnerTiers","Noun","Plural","Camel","No","No","Yes","20"
"lists","Noun","Plural","Lower","No","No","Yes","20"
"jobFamilies","Noun","Plural","Camel","No","No","Yes","20"
"grades","Noun","Plural","Lower","No","No","Yes","20"
"functionWebhooks","Noun","Plural","Camel","No","No","Yes","20"
"current","Noun","Singular","Lower","No","No","Yes","20"
"credentials","Noun","Plural","Lower","No","No","Yes","20"
"couponBatches","Noun","Plural","Camel","No","No","Yes","20"
"claimables","Noun","Plural","Lower","No","No","Yes","20"
"businessPlans","Noun","Plural","Camel","No","No","Yes","20"
"apaas","Noun","Plural","Lower","No","No","Yes","20"
"action","Noun","Singular","Lower","No","No","Yes","20"
"WorkOrderResource","Noun","Singular","Camel","No","No","Yes","20"
"WorkOrderMaterial","Noun","Singular","Camel","No","No","Yes","20"
"UserRequests","Noun","Plural","Camel","No","No","Yes","20"
"UserImportJobReports","Noun","Plural","Camel","No","No","Yes","20"
"Settings","Noun","Plural","Camel","No","No","Yes","20"
"SamlSettings","Noun","Plural","Camel","No","No","Yes","20"
"ProgramTiers","Noun","Plural","Camel","No","No","Yes","20"
"ProductGroupRelationSetup","Noun","Singular","Camel","No","No","Yes","20"
"ProductGroupAttributeValueSetup","Noun","Singular","Camel","No","No","Yes","20"
"ProductGroupAttachments","Noun","Plural","Camel","No","No","Yes","20"
"PriceBookItem","Noun","Singular","Camel","No","No","Yes","20"
"PartnerProgramCountries","Noun","Plural","Camel","No","No","Yes","20"
"NotificationSettings","Noun","Plural","Camel","No","No","Yes","20"
"Images","Noun","Plural","Camel","No","No","Yes","20"
"IdentitySettings","Noun","Plural","Camel","No","No","Yes","20"
"GroupImportSummaryJobReports","Noun","Plural","Camel","No","No","Yes","20"
"GroupImportDetailedJobReports","Noun","Plural","Camel","No","No","Yes","20"
"Files","Noun","Plural","Camel","No","No","Yes","20"
"ExpenseResourceAssignments","Noun","Plural","Camel","No","No","Yes","20"
"DiagnosticRecords","Noun","Plural","Camel","No","No","Yes","20"
"BulkUserPasswordResetJobReports","Noun","Plural","Camel","No","No","Yes","20"
"BenefitListTypeValues","Noun","Plural","Camel","No","No","Yes","20"
"Attachments","Noun","Plural","Camel","No","No","Yes","20"
"AppRoleMembershipImportSummaryJobReports","Noun","Plural","Camel","No","No","Yes","20"
"AppRoleMembershipImportDetailedJobReports","Noun","Plural","Camel","No","No","Yes","20"
"shippingRegions","Noun","Plural","Camel","No","No","Yes","19"
"servers","Noun","Plural","Lower","No","No","Yes","19"
"processes","Noun","Plural","Lower","No","No","Yes","19"
"BDCSCE","Noun","Singular","Upper","No","No","Yes","19"
"workCenters","Noun","Plural","Camel","No","No","Yes","18"
"userRequests","Noun","Plural","Camel","No","No","Yes","18"
"serialItemSerials","Noun","Plural","Camel","No","No","Yes","18"
"projectRisk","Noun","Singular","Camel","No","No","Yes","18"
"projectProgress","Noun","Plural","Camel","No","No","Yes","18"
"pickTransactions","Noun","Plural","Camel","No","No","Yes","18"
"lotSerialItemSerials","Noun","Plural","Camel","No","No","Yes","18"
"lotItemLots","Noun","Plural","Camel","No","No","Yes","18"
"logs","Noun","Plural","Lower","No","No","Yes","18"
"linkedActivities","Noun","Plural","Camel","No","No","Yes","18"
"jcs","Noun","Plural","Lower","No","No","Yes","18"
"inventoryOrganizations","Noun","Plural","Camel","No","No","Yes","18"
"inspectionEvents","Noun","Plural","Camel","No","No","Yes","18"
"hosts","Noun","Plural","Lower","No","No","Yes","18"
"deviceApps","Noun","Plural","Camel","No","No","Yes","18"
"cbs","Noun","Plural","Lower","No","No","Yes","18"
"artifacts","Noun","Plural","Lower","No","No","Yes","18"
"admin","Noun","Singular","Lower","No","No","Yes","18"
"Me","Noun","Singular","Camel","No","No","Yes","18"
"webhookFailedMessages","Noun","Plural","Camel","No","No","Yes","17"
"unitsOfMeasure","Noun","Singular","Camel","No","No","Yes","17"
"software","Noun","Singular","Lower","No","No","Yes","17"
"snapshot","Verb","Singular","Lower","No","No","Yes","17"
"riskScoreType","Noun","Singular","Camel","No","No","Yes","17"
"returnRequests","Noun","Plural","Camel","No","No","Yes","17"
"people","Noun","Singular","Lower","No","No","Yes","17"
"packages","Noun","Plural","Lower","No","No","Yes","17"
"currencies","Noun","Plural","Lower","No","No","Yes","17"
"Bulk","Noun","Singular","Camel","No","No","Yes","17"
"wbs","Noun","Plural","Lower","No","No","Yes","16"
"token","Noun","Singular","Lower","No","No","Yes","16"
"timezones","Noun","Plural","Lower","No","No","Yes","16"
"shippingCostsDFF","Noun","Singular","Camel","No","No","Yes","16"
"shipmentLineCosts","Noun","Plural","Camel","No","No","Yes","16"
"schedules","Noun","Plural","Lower","No","No","Yes","16"
"reasons","Noun","Plural","Lower","No","No","Yes","16"
"publiclinks","Noun","Plural","Lower","No","No","Yes","16"
"places","Noun","Plural","Lower","No","No","Yes","16"
"measure","Noun","Singular","Lower","No","No","Yes","16"
"locators","Noun","Plural","Lower","No","No","Yes","16"
"location","Noun","Singular","Lower","No","No","Yes","16"
"extensions","Noun","Plural","Lower","No","No","Yes","16"
"costCategory","Noun","Singular","Camel","No","No","Yes","16"
"UserTokens","Noun","Plural","Camel","No","No","Yes","16"
"SelfRegistrationProfiles","Noun","Plural","Camel","No","No","Yes","16"
"Rules","Noun","Plural","Camel","No","No","Yes","16"
"RuleTemplates","Noun","Plural","Camel","No","No","Yes","16"
"ProjectTeamMembers","Noun","Plural","Camel","No","No","Yes","16"
"ProjectOpportunities","Noun","Plural","Camel","No","No","Yes","16"
"ProductGroupSubgroupAdministration","Noun","Singular","Camel","No","No","Yes","16"
"PolicyTypes","Noun","Plural","Camel","No","No","Yes","16"
"PolicyTemplates","Noun","Plural","Camel","No","No","Yes","16"
"Policies","Noun","Plural","Camel","No","No","Yes","16"
"OAuthConsents","Noun","Plural","Camel","No","No","Yes","16"
"ManagedAppOperationTemplates","Noun","Plural","Camel","No","No","Yes","16"
"KerberosRealmUsers","Noun","Plural","Camel","No","No","Yes","16"
"Jobs","Noun","Plural","Camel","No","No","Yes","16"
"JobReports","Noun","Plural","Camel","No","No","Yes","16"
"JobHistories","Noun","Plural","Camel","No","No","Yes","16"
"Containers","Noun","Plural","Camel","No","No","Yes","16"
"Conditions","Noun","Plural","Camel","No","No","Yes","16"
"ConditionTemplates","Noun","Plural","Camel","No","No","Yes","16"
"ConditionGroups","Noun","Plural","Camel","No","No","Yes","16"
"ConditionGroupTemplates","Noun","Plural","Camel","No","No","Yes","16"
"AuditEvents","Noun","Plural","Camel","No","No","Yes","16"
"AccountObjectClassTemplates","Noun","Plural","Camel","No","No","Yes","16"
"webhooks","Noun","Plural","Lower","No","No","Yes","15"
"searchIndexConfig","Verb","Singular","Camel","No","No","Yes","15"
"resourceTeams","Noun","Plural","Camel","No","No","Yes","15"
"repository","Noun","Singular","Lower","No","No","Yes","15"
"pages","Noun","Plural","Lower","No","No","Yes","15"
"notes","Noun","Plural","Lower","No","No","Yes","15"
"import","Verb","Singular","Lower","No","No","Yes","15"
"customObject","Noun","Singular","Camel","No","No","Yes","15"
"checks","Noun","Plural","Lower","No","No","Yes","15"
"catalogs","Noun","Plural","Lower","No","No","Yes","15"
"assignment","Noun","Singular","Lower","No","No","Yes","15"
"apicollections","Noun","Plural","Lower","No","No","Yes","15"
"ForecastItemDetail","Noun","Singular","Camel","No","No","Yes","15"
"workPackage","Noun","Singular","Camel","No","No","Yes","14"
"unpackedShipmentLines","Noun","Plural","Camel","No","No","Yes","14"
"snapshots","Noun","Plural","Lower","No","No","Yes","14"
"shares","Noun","Plural","Lower","No","No","Yes","14"
"riskMatrix","Noun","Singular","Camel","No","No","Yes","14"
"process-definitions","Noun","Plural","Lower","No","Yes","Yes","14"
"platform","Noun","Singular","Lower","No","No","Yes","14"
"orchestration","Noun","Singular","Lower","No","No","Yes","14"
"loyaltyTransactions","Noun","Plural","Camel","No","No","Yes","14"
"instance","Noun","Singular","Lower","No","No","Yes","14"
"inboundMessages","Noun","Plural","Camel","No","No","Yes","14"
"containers","Noun","Plural","Lower","No","No","Yes","14"
"account","Noun","Singular","Lower","No","No","Yes","14"
".customer","Noun","Singular","Lower","No","No","Yes","14"
"workspaceId","Noun","Singular","Camel","No","No","Yes","13"
"workSkills","Noun","Plural","Camel","No","No","Yes","13"
"workManagerTask","Noun","Singular","Camel","No","No","Yes","13"
"status","Noun","Plural","Lower","No","No","Yes","13"
"scopeItemAssignment","Noun","Singular","Camel","No","No","Yes","13"
"scopeItem","Noun","Singular","Camel","No","No","Yes","13"
"refresh","Verb","Singular","Lower","No","No","Yes","13"
"mapLayers","Noun","Plural","Camel","No","No","Yes","13"
"ip","Noun","Singular","Lower","No","No","Yes","13"
"count","Noun","Singular","Lower","No","No","Yes","13"
"configuredField","Verb","Singular","Camel","No","No","Yes","13"
"calendar","Noun","Singular","Lower","No","No","Yes","13"
"backupservice","Noun","Singular","Lower","No","No","Yes","13"
"workAreas","Noun","Plural","Camel","No","No","Yes","12"
"webhook","Noun","Singular","Lower","No","No","Yes","12"
"versions","Noun","Plural","Lower","No","No","Yes","12"
"user","Noun","Singular","Lower","No","No","Yes","12"
"timeEventAttributes","Noun","Plural","Camel","No","No","Yes","12"
"srReferences","Noun","Plural","Camel","No","No","Yes","12"
"sitesettings","Noun","Plural","Lower","No","No","Yes","12"
"sharedPersons","Noun","Plural","Camel","No","No","Yes","12"
"secrule","Noun","Singular","Lower","No","No","Yes","12"
"scheduleRequests","Verb","Plural","Camel","No","No","Yes","12"
"reportFilterConfigurations","Verb","Plural","Camel","No","No","Yes","12"
"projectActuals","Noun","Plural","Camel","No","No","Yes","12"
"productionResources","Noun","Plural","Camel","No","No","Yes","12"
"policy-models","Noun","Plural","Lower","No","Yes","Yes","12"
"packingUnitCosts","Noun","Plural","Camel","No","No","Yes","12"
"orderAmendments","Noun","Plural","Camel","No","No","Yes","12"
"operationTransactions","Noun","Plural","Camel","No","No","Yes","12"
"media","Noun","Singular","Lower","No","No","Yes","12"
"materialTransactions","Noun","Plural","Camel","No","No","Yes","12"
"itemSerials","Noun","Plural","Camel","No","No","Yes","12"
"interactions","Noun","Plural","Lower","No","No","Yes","12"
"incidents","Noun","Plural","Lower","No","No","Yes","12"
"importProcess","Verb","Plural","Camel","No","No","Yes","12"
"exportProcess","Verb","Plural","Camel","No","No","Yes","12"
"errors","Noun","Plural","Lower","No","No","Yes","12"
"dispatchListWorkOrderOperations","Noun","Plural","Camel","No","No","Yes","12"
"definitions","Noun","Plural","Lower","No","No","Yes","12"
"curve","Noun","Singular","Lower","No","No","Yes","12"
"crednames","Noun","Plural","Lower","No","No","Yes","12"
"configuredFields","Noun","Plural","Camel","No","No","Yes","12"
"configuration","Noun","Singular","Lower","No","No","Yes","12"
"billingCountries","Noun","Plural","Camel","No","No","Yes","12"
"analytics","Noun","Plural","Lower","No","No","Yes","12"
"accessrules","Noun","Plural","Lower","No","No","Yes","12"
"UserPasswordValidator","Noun","Singular","Camel","No","No","Yes","12"
"UserPasswordGenerator","Noun","Singular","Camel","No","No","Yes","12"
"ServiceProviderConfig","Noun","Singular","Camel","No","No","Yes","12"
"SecurityQuestions","Noun","Plural","Camel","No","No","Yes","12"
"Sample","Noun","Singular","Camel","No","No","Yes","12"
"SMSTemplates","Noun","Plural","Camel","No","No","Yes","12"
"ProjectCustomers","Noun","Plural","Camel","No","No","Yes","12"
"MyBypassCodes","Noun","Plural","Camel","No","No","Yes","12"
"ManagedAppOperations","Noun","Plural","Camel","No","No","Yes","12"
"JobProgress","Noun","Plural","Camel","No","No","Yes","12"
"CrossTenantAppRoleGranter","Noun","Singular","Camel","No","No","Yes","12"
"BypassCodes","Noun","Plural","Camel","No","No","Yes","12"
"BrandingSettings","Noun","Plural","Camel","No","No","Yes","12"
"AccountObjectClasses","Noun","Plural","Camel","No","No","Yes","12"
"start","Verb","Singular","Lower","No","No","Yes","11"
"segment","Noun","Singular","Lower","No","No","Yes","11"
"scheduledOrders","Noun","Plural","Camel","No","No","Yes","11"
"resourceRoleAssignment","Noun","Singular","Camel","No","No","Yes","11"
"projectCollections","Noun","Plural","Camel","No","No","Yes","11"
"presentationSessions","Noun","Plural","Camel","No","No","Yes","11"
"portfolioMeasureManualValue","Noun","Singular","Camel","No","No","Yes","11"
"portfolioMeasure","Noun","Singular","Camel","No","No","Yes","11"
"organizationAddresses","Noun","Plural","Camel","No","No","Yes","11"
"javascript","Noun","Singular","Lower","No","No","Yes","11"
"itemTypes","Noun","Plural","Camel","No","No","Yes","11"
"history","Noun","Singular","Lower","No","No","Yes","11"
"form","Noun","Singular","Lower","No","No","Yes","11"
"engage","Noun","Singular","Lower","No","No","Yes","11"
"archive","Verb","Singular","Lower","No","No","Yes","11"
"TerritoryRuleBndryValue1","Noun","Singular","Camel","No","No","Yes","11"
"TerritoryResource","Noun","Singular","Camel","No","No","Yes","11"
"TerritoryLineOfBusiness","Noun","Plural","Camel","No","No","Yes","11"
"AssessAnswerGroups","Noun","Plural","Camel","No","No","Yes","11"
"vpnendpoint","Noun","Singular","Lower","No","No","Yes","10"
"visas","Noun","Plural","Lower","No","No","Yes","10"
"timezone","Noun","Singular","Lower","No","No","Yes","10"
"templates","Noun","Plural","Lower","No","No","Yes","10"
"stackingRules","Noun","Plural","Camel","No","No","Yes","10"
"stack","Noun","Singular","Lower","No","No","Yes","10"
"srMilestone","Noun","Singular","Camel","No","No","Yes","10"
"sourcecodes","Noun","Plural","Lower","No","No","Yes","10"
"salesObjectives","Noun","Plural","Camel","No","No","Yes","10"
"riskMitigation","Noun","Singular","Camel","No","No","Yes","10"
"projectDependency","Noun","Singular","Camel","No","No","Yes","10"
"projectBudgetTransferItem","Noun","Singular","Camel","No","No","Yes","10"
"projectBudgetTransfer","Noun","Singular","Camel","No","No","Yes","10"
"projectBudgetItem","Noun","Singular","Camel","No","No","Yes","10"
"projectBudgetChangeItem","Noun","Singular","Camel","No","No","Yes","10"
"projectBudgetChange","Noun","Singular","Camel","No","No","Yes","10"
"projectBudget","Noun","Singular","Camel","No","No","Yes","10"
"projectActualsLineItem","Noun","Singular","Camel","No","No","Yes","10"
"positions","Noun","Plural","Lower","No","No","Yes","10"
"personDFF","Noun","Singular","Camel","No","No","Yes","10"
"peopleGroupKeyFlexfield","Noun","Singular","Camel","No","No","Yes","10"
"pbs","Noun","Plural","Lower","No","No","Yes","10"
"match","Noun","Singular","Lower","No","No","Yes","10"
"images","Noun","Plural","Lower","No","No","Yes","10"
