"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"diagnose","Verb","Singular","Lower","No","No","Yes","1"
"detachDisk","Verb","Singular","Camel","No","No","Yes","1"
"destroy","Verb","Singular","Lower","No","No","Yes","1"
"deprecate","Verb","Singular","Lower","No","No","Yes","1"
"deleteAccessConfig","Verb","Singular","Camel","No","No","Yes","1"
"decrypt","Verb","Singular","Lower","No","No","Yes","1"
"data","Noun","Singular","Lower","No","No","Yes","1"
"createSnapshot","Verb","Singular","Camel","No","No","Yes","1"
"createEphemeral","Verb","Singular","Camel","No","No","Yes","1"
"coveragebuckets","Noun","Plural","Lower","No","No","Yes","1"
"copyTo","Verb","Singular","Camel","No","No","Yes","1"
"config","Noun","Singular","Lower","No","No","Yes","1"
"compose","Verb","Singular","Lower","No","No","Yes","1"
"completeIpRotation","Verb","Singular","Camel","No","No","Yes","1"
"collectdTimeSeries","Verb","Plural","Camel","No","No","Yes","1"
"clone","Verb","Singular","Lower","No","No","Yes","1"
"check","Verb","Singular","Lower","No","No","Yes","1"
"channels","Noun","Plural","Lower","No","No","Yes","1"
"cancelPreview","Verb","Singular","Camel","No","No","Yes","1"
"batchWrite","Verb","Singular","Camel","No","No","Yes","1"
"batchCreate","Verb","Singular","Camel","No","No","Yes","1"
"bases","Noun","Plural","Lower","No","No","Yes","1"
"autoscaling","Noun","Singular","Lower","No","No","Yes","1"
"authorizedKeysView","Verb","Singular","Camel","No","No","Yes","1"
"attachDisk","Verb","Singular","Camel","No","No","Yes","1"
"annotateText","Verb","Singular","Camel","No","No","Yes","1"
"analyzeSyntax","Verb","Singular","Camel","No","No","Yes","1"
"analyzeSentiment","Verb","Singular","Camel","No","No","Yes","1"
"analyzeEntities","Verb","Plural","Camel","No","No","Yes","1"
"analyze","Verb","Singular","Lower","No","No","Yes","1"
"allocateQuota","Verb","Singular","Camel","No","No","Yes","1"
"allocateIds","Verb","Plural","Camel","No","No","Yes","1"
"addons","Noun","Plural","Lower","No","No","Yes","1"
"addResources","Verb","Plural","Camel","No","No","Yes","1"
"addPublicKey","Verb","Singular","Camel","No","No","Yes","1"
"addPeering","Verb","Singular","Camel","No","No","Yes","1"
"addMember","Verb","Singular","Camel","No","No","Yes","1"
"addInstances","Verb","Plural","Camel","No","No","Yes","1"
"addInstance","Verb","Singular","Camel","No","No","Yes","1"
"addHealthCheck","Verb","Singular","Camel","No","No","Yes","1"
"addAccessConfig","Verb","Singular","Camel","No","No","Yes","1"
"acknowledge","Verb","Singular","Lower","No","No","Yes","1"
